Running single thread with 1 workers
finished   (0-0:0) [] [ '0', '1' ]
finished   (2092-0:0) [] [ '2092', '595' ]
finished   (363-7:0) [] [ '363', '514' ]
finished   (2082-1:0) [] [ '2082', '215' ]
finished   (2093-0:0) [] [ '2093', '10' ]
finished   (1896-0:0) [] [ '1896', '18', '19' ]
finished   (2096-0:0) [] [ '2096', '87' ]
finished   (2077-2:0) [] [ '2077', '595' ]
backtracked (1370-0:0) [ '1370', '1' ] [ '54' ]
finished   (247-9:0) [] [ '247', '514' ]
finished   (2097-0:0) [] [ '2097', '10' ]
finished   (1982-1:0) [] [ '1982', '215' ]
finished   (1981-1:0) [] [ '1981', '215' ]
finished   (2098-0:0) [] [ '2098', '10' ]
finished   (2069-2:0) [] [ '2069', '595' ]
finished   (1736-3:0) [] [ '1736', '247' ]
finished   (2099-0:0) [] [ '2099', '87' ]
finished   (2100-0:0) [] [ '2100', '336' ]
finished   (2101-0:0) [] [ '2101', '460' ]
finished   (2102-0:0) [] [ '2102', '336' ]
finished   (1292-2:0) [] [ '1292', '595' ]
finished   (2099-1:0) [] [ '2099', '87' ]
finished   (2103-0:0) [] [ '2103', '1942' ]
finished   (2104-0:0) [] [ '2104', '336' ]
finished   (2106-0:0) [] [ '2106', '460' ]
finished   (2107-0:0) [] [ '2107', '487' ]
finished   (2108-0:0) [] [ '2108', '10' ]
finished   (2109-0:0) [] [ '2109', '460' ]
finished   (2110-0:0) [] [ '2110', '336' ]
finished   (32-4:0) [] [ '32', '184' ]
finished   (2111-0:0) [] [ '2111', '460' ]
finished   (2112-0:0) [] [ '2112', '10' ]
finished   (2110-1:0) [] [ '2110', '336' ]
finished   (2113-0:0) [] [ '2113', '10' ]
finished   (1901-1:0) [] [ '1901', '2114' ]
finished   (2115-0:0) [] [ '2115', '10' ]
finished   (2116-0:0) [] [ '2116', '487' ]
finished   (1359-2:0) [] [ '1359', '365' ]
finished   (2117-0:0) [] [ '2117', '10' ]
finished   (415-5:0) [] [ '415', '365' ]
finished   (2118-0:0) [] [ '2118', '10' ]
finished   (2119-0:0) [] [ '2119', '2120' ]
finished   (271-13:0) [] [ '271', '365' ]
finished   (1134-2:0) [] [ '1134', '365' ]
finished   (2121-0:0) [] [ '2121', '10' ]
finished   (424-4:0) [] [ '424', '365' ]
finished   (2122-0:0) [] [ '2122', '10' ]
finished   (2124-0:0) [] [ '2124', '47' ]
finished   (2125-0:0) [] [ '2125', '10' ]
finished   (2126-0:0) [] [ '2126', '1942' ]
finished   (2127-0:0) [] [ '2127', '10' ]
finished   (2128-0:0) [] [ '2128', '10' ]
finished   (2129-0:0) [] [ '2129', '336' ]
finished   (413-4:0) [] [ '413', '365' ]
finished   (1997-1:0) [] [ '1997', '10' ]
finished   (2130-0:0) [] [ '2130', '336' ]
finished   (415-6:0) [] [ '415', '365' ]
finished   (2131-0:0) [] [ '2131', '336' ]
finished   (2108-1:0) [] [ '2108', '363' ]
finished   (2113-1:0) [] [ '2113', '363' ]
finished   (2112-1:0) [] [ '2112', '363' ]
finished   (2132-0:0) [] [ '2132', '363' ]
finished   (336-35:0) [] [ '336', '2131' ]
finished   (2133-0:0) [] [ '2133', '47' ]
finished   (2134-0:0) [] [ '2134', '2135' ]
finished   (2136-0:0) [] [ '2136', '452' ]
finished   (1074-2:0) [] [ '1074', '484' ]
finished   (47-24:0) [] [ '47', '565' ]
finished   (692-6:0) [] [ '692', '247' ]
finished   (98-6:0) [] [ '98', '2136' ]
finished   (2137-0:0) [] [ '2137', '336' ]
finished   (7-15:0) [] [ '7', '2138' ]
finished   (2131-2:0) [] [ '2131', '2129' ]
finished   (2071-1:0) [] [ '2071', '205' ]
finished   (2137-1:0) [] [ '2137', '336' ]
finished   (639-1:0) [] [ '639', '918' ]
finished   (654-1:0) [] [ '654', '918' ]
finished   (1634-1:0) [] [ '1634', '214' ]
finished   (1568-1:0) [] [ '1568', '214' ]
finished   (1839-5:0) [] [ '1839', '487' ]
finished   (2094-0:0) [] [ '2094', '18' ]
finished   (1577-1:0) [] [ '1577', '214' ]
finished   (1617-1:0) [] [ '1617', '214' ]
finished   (1683-1:0) [] [ '1683', '214' ]
finished   (1613-1:0) [] [ '1613', '214' ]
finished   (2140-0:0) [] [ '2140', '756' ]
finished   (2140-1:0) [] [ '2140', '756' ]
finished   (1567-1:0) [] [ '1567', '205' ]
finished   (2123-0:0) [] [ '2123', '18' ]
finished   (1640-2:0) [] [ '1640', '214' ]
finished   (1508-1:0) [] [ '1508', '1010' ]
finished   (649-1:0) [] [ '649', '646' ]
finished   (1816-1:0) [] [ '1816', '692' ]
finished   (1814-1:0) [] [ '1814', '692' ]
finished   (1810-1:0) [] [ '1810', '692' ]
finished   (1967-1:0) [] [ '1967', '585' ]
finished   (2141-0:0) [] [ '2141', '483' ]
finished   (2141-1:0) [] [ '2141', '1502' ]
finished   (2071-2:0) [] [ '2071', '205' ]
finished   (2142-0:0) [] [ '2142', '139' ]
finished   (454-1:0) [] [ '454', '1033' ]
finished   (2143-0:0) [] [ '2143', '139' ]
finished   (1840-0:0) [] [ '1840', '487' ]
finished   (2100-1:0) [] [ '2100', '2102' ]
finished   (2100-2:0) [] [ '2100', '2144' ]
finished   (2145-0:0) [] [ '2145', '1462' ]
backtrack21 (1131-1:1) [ '1131' ] [ '227', '234' ]
finished   (1131-1:2) [] [ '1131', '234' ]
finished   (6-16:0) [] [ '6', '7' ]
finished   (1079-1:0) [] [ '1079', '224' ]
finished   (100-0:0) [] [ '100', '595' ]
finished   (445-13:0) [] [ '445', '2146' ]
finished   (2146-0:0) [] [ '2146', '491' ]
finished   (2146-1:0) [] [ '2146', '491' ]
finished   (1553-0:0) [] [ '1553', '491' ]
finished   (2147-0:0) [] [ '2147', '491' ]
finished   (2148-0:0) [] [ '2148', '365' ]
finished   (264-2:0) [] [ '264', '21' ]
finished   (1374-2:0) [] [ '1374', '365' ]
finished   (1693-3:0) [] [ '1693', '18', '19' ]
finished   (1374-3:0) [] [ '1374', '365' ]
finished   (1759-2:0) [] [ '1759', '19' ]
finished   (1374-4:0) [] [ '1374', '365' ]
finished   (677-2:0) [] [ '677', '365' ]
backtrack21 (10-12:0) [ '10' ] [ '247' ]
finished   (10-12:1) [] [ '10', '573' ]
finished   (274-4:0) [] [ '274', '270' ]
finished   (901-2:0) [] [ '901', '233' ]
finished   (1543-2:0) [] [ '1543', '233' ]
finished   (2150-0:0) [] [ '2150', '378' ]
finished   (1541-2:0) [] [ '1541', '181' ]
finished   (2151-0:0) [] [ '2151', '378' ]
finished   (2152-0:0) [] [ '2152', '1002' ]
finished   (1543-3:0) [] [ '1543', '218' ]
finished   (2153-0:0) [] [ '2153', '2152' ]
finished   (2153-1:0) [] [ '2153', '2154' ]
finished   (7-17:0) [] [ '7', '994' ]
finished   (2155-0:0) [] [ '2155', '2153' ]
finished   (994-3:0) [] [ '994', '6', '7' ]
finished   (2156-0:0) [] [ '2156', '2155' ]
finished   (994-4:0) [] [ '994', '6' ]
finished   (445-9:0) [] [ '445', '437' ]
finished   (2158-0:0) [] [ '2158', '2156' ]
finished   (2159-0:0) [] [ '2159', '2158' ]
finished   (2160-0:0) [] [ '2160', '218' ]
finished   (356-2:0) [] [ '356', '1389' ]
finished   (2161-0:0) [] [ '2161', '2159' ]
finished   (167-10:0) [] [ '167', '2160' ]
finished   (2-5:0) [] [ '2', '2162' ]
finished   (2163-0:0) [] [ '2163', '2161' ]
finished   (2164-0:0) [] [ '2164', '2163' ]
finished   (2165-0:0) [] [ '2165', '2160' ]
finished   (1986-1:0) [] [ '1986', '729' ]
finished   (1605-1:0) [] [ '1605', '224' ]
finished   (2166-0:0) [] [ '2166', '1373' ]
finished   (2167-0:0) [] [ '2167', '1298' ]
finished   (2145-1:0) [] [ '2145', '365' ]
finished   (2168-0:0) [] [ '2168', '29' ]
finished   (2169-0:0) [] [ '2169', '1373' ]
finished   (2170-0:0) [] [ '2170', '1373' ]
finished   (2171-0:0) [] [ '2171', '378' ]
finished   (1900-1:0) [] [ '1900', '365' ]
finished   (2172-0:0) [] [ '2172', '2168' ]
finished   (2170-1:0) [] [ '2170', '1298' ]
finished   (625-1:0) [] [ '625', '598' ]
finished   (2173-0:0) [] [ '2173', '2172' ]
finished   (2056-3:0) [] [ '2056', '994' ]
finished   (2174-0:0) [] [ '2174', '2173' ]
finished   (2175-0:0) [] [ '2175', '2165' ]
finished   (2176-0:0) [] [ '2176', '2165' ]
finished   (2177-0:0) [] [ '2177', '1373' ]
finished   (2178-0:0) [] [ '2178', '2165' ]
finished   (2179-0:0) [] [ '2179', '2174' ]
finished   (2180-0:0) [] [ '2180', '2179' ]
finished   (2181-0:0) [] [ '2181', '816' ]
finished   (2182-0:0) [] [ '2182', '2180' ]
finished   (2183-0:0) [] [ '2183', '139' ]
finished   (1930-1:0) [] [ '1930', '2184' ]
finished   (2185-0:0) [] [ '2185', '2186' ]
finished   (10-13:0) [] [ '10', '205' ]
finished   (2182-1:0) [] [ '2182', '29' ]
finished   (2174-1:0) [] [ '2174', '29' ]
finished   (2187-0:0) [] [ '2187', '1462' ]
finished   (445-14:0) [] [ '445', '2188' ]
finished   (2188-0:0) [] [ '2188', '2189' ]
finished   (2190-0:0) [] [ '2190', '2189' ]
finished   (2191-0:0) [] [ '2191', '2192' ]
finished   (2193-0:0) [] [ '2193', '40', '208' ]
finished   (2195-0:0) [] [ '2195', '2189' ]
finished   (2196-0:0) [] [ '2196', '208' ]
finished   (2194-0:0) [] [ '2194', '40' ]
finished   (271-12:0) [] [ '271', '125' ]
finished   (2190-1:0) [] [ '2190', '2189' ]
finished   (2198-0:0) [] [ '2198', '2192' ]
finished   (2199-0:0) [] [ '2199', '644' ]
finished   (2200-0:0) [] [ '2200', '2192' ]
finished   (2201-0:0) [] [ '2201', '2192' ]
finished   (2202-0:0) [] [ '2202', '2203' ]
finished   (2204-0:0) [] [ '2204', '2205' ]
finished   (2123-1:0) [] [ '2123', '568' ]
finished   (2206-0:0) [] [ '2206', '45' ]
finished   (2094-1:0) [] [ '2094', '568' ]
finished   (2207-0:0) [] [ '2207', '224' ]
finished   (2177-1:0) [] [ '2177', '1385' ]
finished   (2170-2:0) [] [ '2170', '1385' ]
finished   (2208-0:0) [] [ '2208', '667' ]
finished   (2209-0:0) [] [ '2209', '2203' ]
finished   (2197-0:0) [] [ '2197', '40' ]
finished   (2211-0:0) [] [ '2211', '224' ]
finished   (2212-0:0) [] [ '2212', '2203' ]
finished   (2210-0:0) [] [ '2210', '40' ]
finished   (2214-0:0) [] [ '2214', '375' ]
finished   (2213-0:0) [] [ '2213', '40' ]
finished   (2215-0:0) [] [ '2215', '40' ]
finished   (2217-0:0) [] [ '2217', '644' ]
finished   (2218-0:0) [] [ '2218', '375' ]
finished   (2179-1:0) [] [ '2179', '29' ]
finished   (2219-0:0) [] [ '2219', '352' ]
finished   (2180-1:0) [] [ '2180', '29' ]
finished   (577-3:0) [] [ '577', '131' ]
finished   (2036-1:0) [] [ '2036', '2091' ]
finished   (2172-1:0) [] [ '2172', '29' ]
finished   (577-4:0) [] [ '577', '131' ]
finished   (2220-0:0) [] [ '2220', '1462' ]
finished   (2168-1:0) [] [ '2168', '29' ]
finished   (2168-2:0) [] [ '2168', '23' ]
finished   (2173-1:0) [] [ '2173', '23' ]
finished   (2216-0:0) [] [ '2216', '40' ]
finished   (2221-0:0) [] [ '2221', '40' ]
finished   (1281-1:0) [] [ '1281', '375' ]
finished   (2223-0:0) [] [ '2223', '424' ]
finished   (224-6:0) [] [ '224', '993' ]
backtrack21 (999-4:0) [ '999' ] [ '1086' ]
finished   (999-4:1) [] [ '999', '1121' ]
finished   (2222-0:0) [] [ '2222', '40' ]
finished   (2224-0:0) [] [ '2224', '40' ]
finished   (2225-0:0) [] [ '2225', '40' ]
finished   (2226-0:0) [] [ '2226', '40' ]
finished   (2228-0:0) [] [ '2228', '45' ]
finished   (1728-1:0) [] [ '1728', '1717' ]
finished   (2229-0:0) [] [ '2229', '667' ]
finished   (2230-0:0) [] [ '2230', '644' ]
finished   (352-6:0) [] [ '352', '993' ]
finished   (273-7:0) [] [ '273', '131' ]
finished   (2231-0:0) [] [ '2231', '2232' ]
backtrack21 (445-15:0) [ '445' ] [ '999' ]
finished   (445-15:1) [] [ '445', '1086' ]
finished   (588-1:0) [] [ '588', '2232' ]
finished   (589-1:0) [] [ '589', '2232' ]
finished   (2227-0:0) [] [ '2227', '40' ]
finished   (2233-0:0) [] [ '2233', '40' ]
finished   (1427-5:0) [] [ '1427', '131' ]
finished   (657-1:0) [] [ '657', '2232' ]
finished   (2235-0:0) [] [ '2235', '352' ]
finished   (1421-1:0) [] [ '1421', '131' ]
finished   (2236-0:0) [] [ '2236', '1471' ]
finished   (2234-0:0) [] [ '2234', '40' ]
finished   (2237-0:0) [] [ '2237', '40' ]
finished   (1086-3:0) [] [ '1086', '993' ]
finished   (1472-1:0) [] [ '1472', '1471' ]
finished   (2238-0:0) [] [ '2238', '40' ]
finished   (2239-0:0) [] [ '2239', '40' ]
finished   (1421-2:0) [] [ '1421', '131' ]
finished   (1473-2:0) [] [ '1473', '1471' ]
finished   (2241-0:0) [] [ '2241', '2242' ]
finished   (2240-0:0) [] [ '2240', '40' ]
finished   (2244-0:0) [] [ '2244', '1471' ]
finished   (2243-0:0) [] [ '2243', '40' ]
finished   (1439-1:0) [] [ '1439', '131' ]
finished   (2246-0:0) [] [ '2246', '1471' ]
finished   (1439-2:0) [] [ '1439', '131' ]
finished   (2120-0:0) [] [ '2120', '1471' ]
finished   (2247-0:0) [] [ '2247', '1747' ]
finished   (816-3:0) [] [ '816', '131' ]
finished   (816-4:0) [] [ '816', '131' ]
finished   (2248-0:0) [] [ '2248', '1471' ]
finished   (2249-0:0) [] [ '2249', '1471' ]
finished   (375-14:0) [] [ '375', '1403' ]
finished   (1373-0:0) [] [ '1373', '131' ]
finished   (437-10:0) [] [ '437', '380' ]
finished   (2244-1:0) [] [ '2244', '1471' ]
finished   (2251-0:0) [] [ '2251', '2242' ]
finished   (573-2:0) [] [ '573', '131' ]
finished   (2245-0:0) [] [ '2245', '40' ]
finished   (2228-1:0) [] [ '2228', '45' ]
finished   (2252-0:0) [] [ '2252', '40' ]
finished   (2253-0:0) [] [ '2253', '40' ]
finished   (981-1:0) [] [ '981', '595' ]
finished   (2254-0:0) [] [ '2254', '40' ]
finished   (2256-0:0) [] [ '2256', '191' ]
finished   (2255-0:0) [] [ '2255', '40' ]
finished   (2257-0:0) [] [ '2257', '40' ]
finished   (2259-0:0) [] [ '2259', '29' ]
finished   (2258-0:0) [] [ '2258', '40' ]
finished   (2261-0:0) [] [ '2261', '139' ]
finished   (2260-0:0) [] [ '2260', '40' ]
finished   (2263-0:0) [] [ '2263', '29' ]
finished   (2264-0:0) [] [ '2264', '2036' ]
finished   (2265-0:0) [] [ '2265', '76' ]
finished   (460-48:0) [] [ '460', '2265' ]
finished   (356-3:0) [] [ '356', '357' ]
finished   (2266-0:0) [] [ '2266', '2192' ]
finished   (2267-0:0) [] [ '2267', '224' ]
finished   (184-5:0) [] [ '184', '224' ]
finished   (1010-0:0) [] [ '1010', '993' ]
finished   (460-49:0) [] [ '460', '76' ]
finished   (1329-3:0) [] [ '1329', '224' ]
finished   (1010-1:0) [] [ '1010', '993' ]
finished   (1010-2:0) [] [ '1010', '993' ]
finished   (445-8:0) [] [ '445', '437', '380' ]
finished   (2268-0:0) [] [ '2268', '460' ]
finished   (32-5:0) [] [ '32', '224' ]
finished   (2157-0:0) [] [ '2157', '437' ]
finished   (1300-8:0) [] [ '1300', '2269' ]
finished   (1300-9:0) [] [ '1300', '2269' ]
finished   (2263-1:0) [] [ '2263', '1173' ]
finished   (2259-1:0) [] [ '2259', '1173' ]
finished   (1086-4:0) [] [ '1086', '224' ]
finished   (191-0:0) [] [ '191', '437' ]
finished   (76-50:0) [] [ '76', '2268', '460' ]
finished   (2270-0:0) [] [ '2270', '460' ]
finished   (2073-1:0) [] [ '2073', '595' ]
finished   (2010-1:0) [] [ '2010', '247', '514' ]
finished   (1075-3:0) [] [ '1075', '484' ]
finished   (1393-0:0) [] [ '1393', '437' ]
finished   (2272-0:0) [] [ '2272', '139' ]
finished   (630-1:0) [] [ '630', '1393' ]
finished   (2273-0:0) [] [ '2273', '139' ]
finished   (607-2:0) [] [ '607', '21' ]
finished   (227-8:0) [] [ '227', '228' ]
finished   (1703-3:0) [] [ '1703', '1393' ]
finished   (1684-3:0) [] [ '1684', '1393' ]
finished   (1927-1:0) [] [ '1927', '2184' ]
finished   (1677-3:0) [] [ '1677', '1393' ]
finished   (1928-1:0) [] [ '1928', '2184' ]
finished   (1678-3:0) [] [ '1678', '1393' ]
finished   (1678-4:0) [] [ '1678', '1393' ]
finished   (2110-2:0) [] [ '2110', '2144' ]
finished   (19-9:0) [] [ '19', '577' ]
finished   (2274-0:0) [] [ '2274', '139' ]
finished   (2159-1:0) [] [ '2159', '1173' ]
finished   (2161-1:0) [] [ '2161', '1173' ]
finished   (2275-0:0) [] [ '2275', '487' ]
finished   (1173-1:0) [] [ '1173', '2276' ]
finished   (2153-2:0) [] [ '2153', '1173' ]
finished   (2277-0:0) [] [ '2277', '130' ]
finished   (2158-1:0) [] [ '2158', '1173' ]
finished   (2155-1:0) [] [ '2155', '1173' ]
finished   (2163-1:0) [] [ '2163', '1173' ]
finished   (2164-1:0) [] [ '2164', '1173' ]
finished   (2164-2:0) [] [ '2164', '1173' ]
finished   (487-6:0) [] [ '487', '1023' ]
finished   (487-7:0) [] [ '487', '2278' ]
finished   (487-8:0) [] [ '487', '2275' ]
finished   (2155-2:0) [] [ '2155', '1173' ]
finished   (487-9:0) [] [ '487', '2275' ]
finished   (2156-1:0) [] [ '2156', '1173' ]
finished   (487-10:0) [] [ '487', '2275' ]
finished   (487-11:0) [] [ '487', '2275' ]
finished   (2156-2:0) [] [ '2156', '1173' ]
finished   (2194-1:0) [] [ '2194', '206' ]
finished   (487-12:0) [] [ '487', '2275' ]
finished   (2214-1:0) [] [ '2214', '1393' ]
finished   (2193-1:0) [] [ '2193', '208' ]
finished   (2153-3:0) [] [ '2153', '1173' ]
finished   (487-13:0) [] [ '487', '2275' ]
finished   (2158-2:0) [] [ '2158', '1173' ]
finished   (2159-2:0) [] [ '2159', '1173' ]
finished   (206-1:0) [] [ '206', '167' ]
finished   (2159-3:0) [] [ '2159', '1173' ]
finished   (2207-1:0) [] [ '2207', '1393' ]
finished   (2161-2:0) [] [ '2161', '1173' ]
finished   (630-2:0) [] [ '630', '1151' ]
finished   (2263-2:0) [] [ '2263', '1173' ]
finished   (2279-0:0) [] [ '2279', '2275' ]
finished   (1354-1:0) [] [ '1354', '1393' ]
finished   (2259-2:0) [] [ '2259', '1173' ]
finished   (2263-3:0) [] [ '2263', '1173' ]
finished   (487-14:0) [] [ '487', '2275' ]
finished   (630-3:0) [] [ '630', '1151' ]
finished   (2259-3:0) [] [ '2259', '2276' ]
finished   (529-2:0) [] [ '529', '10' ]
finished   (1641-2:0) [] [ '1641', '10' ]
finished   (2271-0:0) [] [ '2271', '514' ]
finished   (2275-1:0) [] [ '2275', '92' ]
finished   (1732-1:0) [] [ '1732', '633' ]
finished   (1670-1:0) [] [ '1670', '514' ]
finished   (633-12:0) [] [ '633', '1591' ]
finished   (2275-2:0) [] [ '2275', '92' ]
finished   (2275-3:0) [] [ '2275', '92' ]
finished   (1500-2:0) [] [ '1500', '183' ]
finished   (2280-0:0) [] [ '2280', '514' ]
finished   (1497-1:0) [] [ '1497', '183' ]
finished   (725-8:0) [] [ '725', '33' ]
finished   (2281-0:0) [] [ '2281', '65' ]
finished   (309-1:0) [] [ '309', '514' ]
finished   (38-5:0) [] [ '38', '1399' ]
finished   (380-15:0) [] [ '380', '668' ]
finished   (6-17:0) [] [ '6', '7', '994' ]
finished   (1464-2:0) [] [ '1464', '1494' ]
finished   (2230-1:0) [] [ '2230', '514' ]
finished   (2282-0:0) [] [ '2282', '514' ]
finished   (380-16:0) [] [ '380', '668' ]
finished   (489-12:0) [] [ '489', '274' ]
finished   (1490-1:0) [] [ '1490', '1494' ]
finished   (382-2:0) [] [ '382', '483' ]
finished   (10-14:0) [] [ '10', '514' ]
finished   (1450-2:0) [] [ '1450', '667' ]
finished   (159-4:0) [] [ '159', '514' ]
finished   (1417-2:0) [] [ '1417', '667' ]
finished   (1794-1:0) [] [ '1794', '514' ]
finished   (685-3:0) [] [ '685', '514' ]
finished   (667-5:0) [] [ '667', '668' ]
finished   (1138-1:0) [] [ '1138', '668' ]
finished   (1496-1:0) [] [ '1496', '668' ]
finished   (1377-0:0) [] [ '1377', '668' ]
finished   (1494-1:0) [] [ '1494', '668' ]
finished   (596-5:0) [] [ '596', '668' ]
finished   (674-3:0) [] [ '674', '668' ]
finished   (1858-0:0) [] [ '1858', '668' ]
finished   (674-4:0) [] [ '674', '1377' ]
finished   (2283-0:0) [] [ '2283', '21' ]
finished   (2160-1:0) [] [ '2160', '218' ]
finished   (667-6:0) [] [ '667', '668' ]
finished   (681-3:0) [] [ '681', '21' ]
finished   (696-1:0) [] [ '696', '21' ]
finished   (380-17:0) [] [ '380', '668' ]
finished   (6-18:0) [] [ '6', '994' ]
finished   (681-4:0) [] [ '681', '696' ]
finished   (2284-0:0) [] [ '2284', '19' ]
finished   (1173-2:0) [] [ '1173', '2276' ]
finished   (681-5:0) [] [ '681', '1585' ]
finished   (608-2:0) [] [ '608', '21' ]
finished   (683-2:0) [] [ '683', '21' ]
finished   (2285-0:0) [] [ '2285', '208' ]
finished   (2285-1:0) [] [ '2285', '207' ]
finished   (2276-0:0) [] [ '2276', '1173' ]
finished   (1585-2:0) [] [ '1585', '21' ]
finished   (692-7:0) [] [ '692', '514' ]
finished   (1006-4:0) [] [ '1006', '274' ]
finished   (2117-1:0) [] [ '2117', '155' ]
finished   (1169-1:0) [] [ '1169', '26' ]
finished   (1560-3:0) [] [ '1560', '707' ]
finished   (710-4:0) [] [ '710', '33' ]
finished   (710-5:0) [] [ '710', '725' ]
finished   (1650-3:0) [] [ '1650', '707' ]
finished   (45-51:0) [] [ '45', '33' ]
finished   (45-52:0) [] [ '45', '1501' ]
finished   (1651-3:0) [] [ '1651', '707' ]
finished   (1565-2:0) [] [ '1565', '707' ]
finished   (2008-2:0) [] [ '2008', '205' ]
finished   (1809-2:0) [] [ '1809', '205' ]
finished   (717-4:0) [] [ '717', '33' ]
finished   (1586-2:0) [] [ '1586', '707' ]
finished   (2090-1:0) [] [ '2090', '759' ]
finished   (1501-2:0) [] [ '1501', '33' ]
finished   (23-3:0) [] [ '23', '29' ]
finished   (2286-0:0) [] [ '2286', '1010' ]
finished   (375-15:0) [] [ '375', '188' ]
finished   (759-2:0) [] [ '759', '33' ]
finished   (1576-2:0) [] [ '1576', '707' ]
finished   (1645-3:0) [] [ '1645', '707' ]
finished   (195-3:0) [] [ '195', '33' ]
finished   (460-50:0) [] [ '460', '33' ]
finished   (616-3:0) [] [ '616', '729' ]
finished   (34-6:0) [] [ '34', '33' ]
finished   (1644-3:0) [] [ '1644', '707' ]
finished   (1665-3:0) [] [ '1665', '707' ]
finished   (2287-0:0) [] [ '2287', '380' ]
finished   (45-53:0) [] [ '45', '715' ]
finished   (1660-2:0) [] [ '1660', '514' ]
finished   (2288-0:0) [] [ '2288', '514' ]
backtracked (1456-0:0) [ '1456', '1' ] [ '766' ]
finished   (1509-1:0) [] [ '1509', '21' ]
finished   (208-2:0) [] [ '208', '167' ]
finished   (715-1:0) [] [ '715', '33' ]
finished   (965-1:0) [] [ '965', '663' ]
finished   (2289-0:0) [] [ '2289', '514' ]
finished   (159-5:0) [] [ '159', '514' ]
finished   (678-4:0) [] [ '678', '514' ]
finished   (1570-2:0) [] [ '1570', '707' ]
finished   (2290-0:0) [] [ '2290', '21' ]
finished   (159-6:0) [] [ '159', '514' ]
finished   (685-4:0) [] [ '685', '514' ]
finished   (215-9:0) [] [ '215', '514' ]
finished   (1572-2:0) [] [ '1572', '707' ]
finished   (2291-0:0) [] [ '2291', '685' ]
finished   (10-15:0) [] [ '10', '514' ]
finished   (513-8:0) [] [ '513', '514' ]
finished   (247-12:0) [] [ '247', '514' ]
finished   (2287-1:0) [] [ '2287', '2292' ]
finished   (2293-0:0) [] [ '2293', '657' ]
finished   (692-8:0) [] [ '692', '514' ]
finished   (2149-0:0) [] [ '2149', '18' ]
finished   (402-3:0) [] [ '402', '707' ]
finished   (513-9:0) [] [ '513', '514' ]
finished   (692-9:0) [] [ '692', '514' ]
